,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6442,Male,1,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1.0,1.0,No
6443,Male,0,No,No,0.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1.0,0.0,No
6444,Male,1,Yes,No,1.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,Yes
6445,Female,0,No,No,1.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1.0,1.0,No
6446,Male,0,Yes,No,1.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.0,1.0,No
6447,Female,0,No,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),1.0,1.0,No
6448,Male,0,Yes,Yes,0.0,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),0.0,0.0,No
6449,Male,0,Yes,Yes,0.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.0,0.0,No
6450,Male,1,Yes,No,1.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.0,0.0,No
6451,Male,0,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,1.0,1.0,Yes
6452,Male,0,Yes,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1.0,1.0,No
6453,Male,0,No,No,0.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,1.0,0.0,Yes
6454,Male,0,Yes,No,1.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,1.0,1.0,No
6455,Male,1,No,No,1.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1.0,1.0,No
6456,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
6457,Male,0,No,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,1.0,0.0,No
6458,Male,0,No,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1.0,0.0,No
6459,Male,0,Yes,No,0.0,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,0.0,0.0,No
6460,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.0,0.0,No
6461,Male,0,Yes,Yes,0.0,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,0.0,0.0,No
6462,Male,0,Yes,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.0,0.0,No
6463,Female,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),1.0,1.0,No
6464,Female,0,No,No,0.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1.0,0.0,Yes
6465,Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
6466,Female,0,No,Yes,0.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,1.0,0.0,No
6467,Male,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),0.0,1.0,No
6468,Male,1,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.0,1.0,No
6469,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.0,1.0,No
6470,Female,0,No,No,0.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.0,0.0,Yes
6471,Female,0,No,Yes,0.0,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,0.0,0.0,No
6472,Female,0,Yes,Yes,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1.0,0.0,No
6473,Male,0,No,No,0.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6474,Male,0,Yes,Yes,0.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1.0,0.0,No
6475,Male,0,No,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.0,1.0,No
6476,Male,0,Yes,No,1.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,1.0,1.0,No
6477,Female,0,Yes,No,0.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),1.0,0.0,Yes
6478,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),1.0,1.0,No
6479,Female,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6480,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.0,0.0,Yes
6481,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.0,0.0,No
6482,Female,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6483,Male,0,Yes,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
6484,Male,0,Yes,No,0.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,0.0,0.0,No
6485,Female,0,No,Yes,0.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.0,0.0,No
6486,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6487,Male,1,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1.0,1.0,Yes
6488,Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,No
6489,Female,0,No,No,0.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6490,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.0,0.0,No
6491,Female,0,No,No,0.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,0.0,0.0,No
6492,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.0,1.0,No
6493,Female,0,Yes,Yes,1.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0.0,1.0,No
6494,Male,0,Yes,Yes,1.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,0.0,1.0,No
6495,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,1.0,0.0,Yes
6496,Male,0,Yes,Yes,1.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),0.0,1.0,No
6497,Female,0,No,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6498,Female,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1.0,1.0,Yes
6499,Female,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,Yes
6500,Male,1,Yes,No,0.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.0,0.0,Yes
6501,Female,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,1.0,1.0,No
6502,Female,0,Yes,Yes,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),0.0,1.0,No
6503,Male,0,No,No,0.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,0.0,0.0,No
6504,Male,0,Yes,Yes,0.0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.0,0.0,No
6505,Male,0,Yes,No,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.0,1.0,No
6506,Female,0,No,No,0.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.0,0.0,Yes
6507,Male,0,No,Yes,0.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.0,0.0,Yes
6508,Female,0,Yes,Yes,0.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.0,0.0,No
6509,Male,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.0,0.0,Yes
6510,Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,1.0,1.0,No
6511,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6512,Female,0,Yes,Yes,0.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
6513,Female,0,Yes,No,1.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0.0,0.0,No
6514,Female,0,No,No,0.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,0.0,0.0,No
6515,Male,0,No,Yes,0.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1.0,0.0,Yes
6516,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
6517,Male,0,No,Yes,1.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.0,1.0,Yes
6518,Male,0,Yes,Yes,0.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.0,0.0,Yes
6519,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
6520,Male,1,No,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1.0,0.0,Yes
6521,Male,1,Yes,No,1.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),0.0,1.0,No
6522,Female,0,No,No,0.0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1.0,0.0,No
6523,Female,1,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.0,0.0,No
6524,Male,1,Yes,No,0.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,No
6525,Female,1,No,No,1.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,1.0,1.0,No
6526,Male,0,No,No,1.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.0,1.0,Yes
6527,Male,0,No,No,0.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.0,0.0,No
6528,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),1.0,1.0,Yes
6529,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6530,Female,0,Yes,No,0.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,No
6531,Female,0,No,No,1.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,0.0,0.0,No
6532,Female,0,No,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
6533,Male,0,No,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1.0,0.0,Yes
6534,Female,0,Yes,Yes,1.0,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),0.0,1.0,No
6535,Female,1,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.0,1.0,Yes
6536,Female,0,No,No,0.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6537,Male,0,No,No,0.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.0,0.0,No
6538,Male,1,Yes,No,1.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,0.0,1.0,No
6539,Male,0,Yes,Yes,0.0,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,0.0,0.0,No
6540,Female,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.0,0.0,Yes
6541,Male,0,Yes,No,0.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6542,Female,0,Yes,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,1.0,1.0,No
6543,Female,1,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1.0,0.0,Yes
6544,Female,0,Yes,Yes,1.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.0,1.0,No
6545,Female,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1.0,0.0,Yes
6546,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.0,0.0,No
6547,Female,0,Yes,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.0,0.0,No
6548,Female,0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,No
6549,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.0,0.0,Yes
6550,Female,0,Yes,No,1.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,No
6551,Male,0,No,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.0,0.0,No
6552,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,No
6553,Female,1,Yes,No,0.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6554,Male,0,Yes,Yes,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1.0,0.0,Yes
6555,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.0,0.0,No
6556,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,No
6557,Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.0,1.0,No
6558,Male,0,No,No,0.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,No
6559,Male,0,Yes,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
6560,Female,0,Yes,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
6561,Female,0,No,No,0.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.0,0.0,No
6562,Female,0,No,No,1.0,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,0.0,0.0,No
6563,Male,0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.0,1.0,No
6564,Female,0,Yes,Yes,1.0,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),0.0,0.0,No
6565,Female,1,No,No,0.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1.0,0.0,No
6566,Female,0,No,No,0.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.0,0.0,No
6567,Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.0,0.0,No
6568,Male,0,Yes,No,1.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),1.0,1.0,No
6569,Female,0,No,Yes,0.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),1.0,0.0,No
6570,Male,0,No,No,1.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.0,1.0,No
6571,Female,0,Yes,Yes,1.0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),1.0,1.0,No
6572,Female,1,No,No,1.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,1.0,1.0,No
6573,Female,0,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),1.0,1.0,No
6574,Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.0,0.0,No
6575,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
6576,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.0,0.0,No
6577,Female,0,Yes,Yes,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.0,0.0,No
6578,Male,1,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.0,1.0,No
6579,Female,0,Yes,Yes,0.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
6580,Female,0,Yes,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
6581,Female,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6582,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1.0,0.0,Yes
6583,Male,0,No,No,0.0,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),0.0,0.0,No
6584,Male,0,Yes,No,1.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.0,1.0,Yes
6585,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.0,0.0,No
6586,Male,0,Yes,No,1.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,1.0,1.0,No
6587,Male,0,No,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,1.0,1.0,No
6588,Female,0,No,No,0.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.0,0.0,Yes
6589,Female,0,No,No,1.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),1.0,1.0,No
6590,Female,0,Yes,No,0.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,1.0,0.0,Yes
6591,Female,0,Yes,Yes,0.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.0,0.0,Yes
6592,Male,1,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.0,1.0,No
6593,Female,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1.0,1.0,No
6594,Male,0,Yes,No,0.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1.0,0.0,No
6595,Male,0,Yes,Yes,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.0,0.0,No
6596,Male,1,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),1.0,1.0,Yes
6597,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,Yes
6598,Male,0,No,Yes,0.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.0,0.0,Yes
6599,Male,0,No,No,0.0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),0.0,0.0,Yes
6600,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.0,0.0,Yes
6601,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,1.0,0.0,No
6602,Male,0,Yes,Yes,0.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),1.0,0.0,No
6603,Male,0,Yes,Yes,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1.0,0.0,Yes
6604,Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.0,0.0,No
6605,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
6606,Male,0,No,Yes,0.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.0,0.0,No
6607,Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,Yes
6608,Female,0,No,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.0,1.0,No
6609,Male,0,No,No,0.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1.0,0.0,No
6610,Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.0,0.0,No
6611,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6612,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
6613,Male,0,No,No,0.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.0,0.0,Yes
6614,Male,1,No,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6615,Male,0,Yes,Yes,1.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.0,1.0,No
6616,Female,1,No,No,0.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6617,Male,1,Yes,No,0.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
6618,Female,0,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.0,0.0,No
6619,Female,0,No,No,0.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,1.0,0.0,No
6620,Female,1,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),1.0,1.0,No
6621,Male,1,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,No
6622,Male,0,Yes,No,0.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.0,0.0,No
6623,Female,0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,0.0,0.0,Yes
6624,Female,0,No,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
