customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5740,Male,0,Yes,Yes,1,No,Nophoneservice,DSL,Yes,No,Yes,Yes,No,No,Twoyear,No,Mailedcheck,1,1,No
5741,Male,0,No,No,1,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
5742,Male,1,Yes,No,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Mailedcheck,1,1,No
5743,Female,1,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
5744,Male,1,Yes,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Oneyear,No,Electroniccheck,1,1,No
5745,Female,0,Yes,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,0,1,No
5746,Female,0,No,No,0,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,Creditcard(automatic),1,1,Yes
5747,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Oneyear,Yes,Creditcard(automatic),1,1,No
5748,Female,0,No,No,1,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Creditcard(automatic),1,1,No
5749,Female,1,No,No,1,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Oneyear,Yes,Electroniccheck,1,1,No
5750,Female,1,Yes,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,Yes
5751,Female,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
5752,Male,0,Yes,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Banktransfer(automatic),0,1,No
5753,Male,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,Creditcard(automatic),0,0,No
5754,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Banktransfer(automatic),0,1,No
5755,Male,1,Yes,No,0,Yes,Yes,Fiberoptic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electroniccheck,1,1,No
5756,Female,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
5757,Female,1,Yes,No,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,1,No
5758,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,1,No
5759,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,0,Yes
5760,Male,1,Yes,No,0,Yes,No,Fiberoptic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
5761,Female,0,Yes,Yes,1,No,Nophoneservice,DSL,Yes,Yes,No,Yes,No,No,Twoyear,No,Mailedcheck,1,1,No
5762,Male,1,Yes,No,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Banktransfer(automatic),1,1,No
5763,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,No
5764,Male,1,No,No,1,Yes,Yes,Fiberoptic,Yes,No,No,Yes,No,Yes,Twoyear,No,Electroniccheck,1,1,No
5765,Female,1,Yes,No,1,Yes,Yes,Fiberoptic,Yes,Yes,No,No,No,Yes,Oneyear,Yes,Creditcard(automatic),1,1,Yes
5766,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Oneyear,No,Banktransfer(automatic),1,1,No
5767,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Twoyear,Yes,Creditcard(automatic),1,1,No
5768,Male,0,Yes,No,1,Yes,No,Fiberoptic,No,No,No,No,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),1,1,No
5769,Female,0,Yes,Yes,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
5770,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Oneyear,No,Creditcard(automatic),1,1,No
5771,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,0,No
5772,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
5773,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electroniccheck,1,1,No
5774,Male,0,No,No,0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Banktransfer(automatic),1,0,No
5775,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,No,No,No,Yes,No,Twoyear,No,Banktransfer(automatic),1,1,No
5776,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
5777,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Twoyear,No,Mailedcheck,1,1,No
5778,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Creditcard(automatic),0,0,No
5779,Female,0,No,No,1,Yes,No,Fiberoptic,Yes,No,Yes,Yes,Yes,No,Oneyear,Yes,Electroniccheck,1,1,Yes
5780,Male,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),0,1,No
5781,Female,0,No,No,1,Yes,No,Fiberoptic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
5782,Female,1,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
5783,Female,1,No,No,0,Yes,No,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,0,Yes
5784,Female,0,Yes,No,1,Yes,No,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,No,Electroniccheck,1,1,No
5785,Male,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,0,1,No
5786,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
5787,Female,0,No,No,1,Yes,No,Fiberoptic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
5788,Female,0,Yes,No,0,No,Nophoneservice,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,0,0,No
5789,Female,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
5790,Female,0,Yes,Yes,1,No,Nophoneservice,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
5791,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
5792,Female,1,No,No,0,Yes,No,Fiberoptic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailedcheck,1,1,Yes
5793,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Creditcard(automatic),1,1,No
5794,Male,1,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
5795,Male,0,No,No,1,Yes,Yes,Fiberoptic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
5796,Female,0,Yes,Yes,1,No,Nophoneservice,DSL,Yes,Yes,Yes,No,Yes,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
5797,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Creditcard(automatic),1,1,No
5798,Female,0,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,Electroniccheck,1,1,Yes
5799,Female,0,No,No,0,No,Nophoneservice,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
5800,Female,0,No,No,0,Yes,Yes,Fiberoptic,No,No,Yes,No,No,No,Month-to-month,No,Banktransfer(automatic),1,1,No
5801,Male,1,Yes,No,1,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,No
5802,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,No
5803,Male,0,Yes,No,0,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,Yes
5804,Female,0,Yes,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
5805,Male,1,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Banktransfer(automatic),1,1,No
5806,Female,0,No,Yes,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,Electroniccheck,0,0,Yes
5807,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
5808,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Electroniccheck,1,1,No
5809,Female,0,No,No,0,Yes,No,Fiberoptic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailedcheck,1,1,No
5810,Female,0,Yes,Yes,0,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
5811,Male,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Twoyear,No,Banktransfer(automatic),1,1,No
5812,Male,0,Yes,Yes,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
5813,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Creditcard(automatic),1,1,No
5814,Male,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,Creditcard(automatic),0,0,No
5815,Male,1,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
5816,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electroniccheck,1,0,No
5817,Male,0,No,Yes,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
5818,Male,0,No,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Twoyear,No,Creditcard(automatic),1,1,No
5819,Female,0,Yes,Yes,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
5820,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,Yes,No,Oneyear,Yes,Mailedcheck,1,1,No
5821,Female,0,Yes,No,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,Electroniccheck,0,1,No
5822,Female,1,No,No,1,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,Electroniccheck,1,1,No
5823,Female,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,Mailedcheck,0,1,No
5824,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Twoyear,No,Banktransfer(automatic),1,1,No
5825,Male,1,Yes,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
5826,Female,0,Yes,No,0,Yes,No,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,Banktransfer(automatic),1,0,Yes
5827,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Creditcard(automatic),1,1,No
5828,Female,0,Yes,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),0,1,No
5829,Male,0,Yes,Yes,1,No,Nophoneservice,DSL,Yes,No,Yes,Yes,Yes,Yes,Oneyear,No,Electroniccheck,1,1,No
5830,Male,0,No,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Banktransfer(automatic),0,1,No
5831,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Banktransfer(automatic),1,1,Yes
5832,Male,0,Yes,Yes,1,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,Yes
5833,Male,1,Yes,No,1,No,Nophoneservice,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Creditcard(automatic),1,1,No
5834,Female,0,Yes,No,1,Yes,Yes,Fiberoptic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
5835,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
5836,Male,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,0,No
5837,Female,0,No,No,0,No,Nophoneservice,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electroniccheck,1,0,No
5838,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electroniccheck,1,1,No
5839,Male,1,Yes,No,0,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,No
5840,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Oneyear,Yes,Banktransfer(automatic),1,1,No
5841,Male,1,No,No,1,No,Nophoneservice,DSL,No,No,No,No,Yes,Yes,Oneyear,Yes,Electroniccheck,1,1,Yes
5842,Female,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
5843,Male,1,Yes,No,1,Yes,Yes,Fiberoptic,No,No,Yes,No,No,No,Oneyear,Yes,Banktransfer(automatic),1,1,No
5844,Female,0,Yes,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Creditcard(automatic),1,0,No
5845,Female,0,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
5846,Female,0,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,Electroniccheck,1,0,No
5847,Female,0,No,No,1,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),1,1,No
5848,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,No,Yes,Twoyear,No,Creditcard(automatic),1,1,No
5849,Male,0,Yes,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Banktransfer(automatic),0,1,No
5850,Male,1,No,No,1,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,Creditcard(automatic),1,1,Yes
5851,Female,1,No,No,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),1,1,No
5852,Male,1,Yes,No,1,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,Yes
5853,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,Yes,Yes,No,No,No,Yes,Oneyear,No,Electroniccheck,1,1,No
5854,Female,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,1,No
5855,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Creditcard(automatic),1,1,No
5856,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,1,No
5857,Female,0,Yes,Yes,0,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,No,Month-to-month,No,Electroniccheck,1,1,Yes
5858,Female,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Banktransfer(automatic),0,1,No
5859,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Creditcard(automatic),1,1,No
5860,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,Banktransfer(automatic),1,0,Yes
5861,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
5862,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,Banktransfer(automatic),1,1,No
5863,Female,0,No,No,1,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
5864,Female,0,Yes,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),0,1,No
5865,Female,0,Yes,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,0,No
5866,Male,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,Mailedcheck,0,0,No
5867,Male,1,Yes,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Creditcard(automatic),0,1,No
5868,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,0,No
5869,Female,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,No,Yes,Oneyear,No,Electroniccheck,1,1,No
5870,Male,0,Yes,Yes,0,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,Banktransfer(automatic),0,0,Yes
5871,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Banktransfer(automatic),1,1,Yes
5872,Female,0,No,Yes,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
5873,Female,0,No,No,1,Yes,No,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,No
5874,Female,0,No,No,0,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
5875,Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Twoyear,No,Banktransfer(automatic),1,1,No
5876,Female,1,No,No,0,Yes,No,Fiberoptic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,0,Yes
5877,Female,0,No,No,1,Yes,Yes,Fiberoptic,Yes,No,Yes,No,Yes,Yes,Oneyear,Yes,Creditcard(automatic),1,1,Yes
5878,Male,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,0,No
5879,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Twoyear,Yes,Mailedcheck,1,1,No
5880,Male,0,No,No,0,No,Nophoneservice,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
5881,Female,0,No,No,1,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),1,1,No
5882,Female,0,Yes,Yes,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,0,0,No
5883,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,Mailedcheck,0,0,No
5884,Male,1,Yes,No,1,No,Nophoneservice,DSL,No,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),1,1,Yes
5885,Male,0,Yes,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,1,No
5886,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
5887,Male,0,No,Yes,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,1,No
5888,Female,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
5889,Male,1,Yes,No,1,No,Nophoneservice,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
5890,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
5891,Male,0,No,No,0,No,Nophoneservice,DSL,No,No,Yes,No,Yes,No,Oneyear,Yes,Electroniccheck,1,1,Yes
5892,Male,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,1,No
5893,Male,0,Yes,Yes,0,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Banktransfer(automatic),0,0,No
5894,Male,0,No,No,1,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Creditcard(automatic),1,1,Yes
5895,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailedcheck,1,1,No
5896,Male,1,Yes,No,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
5897,Male,0,Yes,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
5898,Female,0,Yes,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),0,1,No
5899,Male,1,No,No,1,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,1,No
5900,Male,0,Yes,Yes,1,No,Nophoneservice,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Banktransfer(automatic),1,1,Yes
5901,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,No,Electroniccheck,1,1,Yes
5902,Female,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailedcheck,1,1,No
5903,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,Yes,No,Yes,Yes,No,No,Twoyear,Yes,Creditcard(automatic),1,1,No
5904,Female,0,No,No,1,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Oneyear,No,Electroniccheck,1,1,No
5905,Male,0,No,No,0,Yes,No,Fiberoptic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,0,No
5906,Female,1,No,No,0,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,Yes
5907,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,0,No
5908,Male,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,0,Yes
5909,Female,0,No,No,1,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,Oneyear,Yes,Mailedcheck,1,1,No
5910,Male,0,No,No,0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailedcheck,1,1,No
5911,Male,0,Yes,No,0,No,Nophoneservice,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailedcheck,1,0,No
5912,Female,1,No,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Banktransfer(automatic),1,1,Yes
5913,Female,0,No,No,1,Yes,No,Fiberoptic,Yes,No,Yes,Yes,No,No,Oneyear,Yes,Creditcard(automatic),1,1,No
5914,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electroniccheck,1,1,No
5915,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,0,1,No
5916,Female,0,No,No,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
5917,Male,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,Mailedcheck,0,0,No
